Feature_1,Feature_2,Correlation,Abs_Correlation
close_rolling_median_20,close_lag_10,0.9998694981573576,0.9998694981573576
sma_10,close_lag_1,0.9998693936577961,0.9998693936577961
close_rolling_mean_10,close_lag_1,0.9998693936577961,0.9998693936577961
close_rolling_max_10,close_lag_2,0.9998693426561039,0.9998693426561039
ichimoku_iks_26,close_lag_20,0.9998689877783257,0.9998689877783257
high,ichimoku_its_9,0.9998688037212186,0.9998688037212186
ema_20,close_rolling_mean_10,0.9998681910153578,0.9998681910153578
sma_10,ema_20,0.9998681910153578,0.9998681910153578
close_rolling_max_5,close_rolling_min_10,0.9998681550287921,0.9998681550287921
ema_10,close_rolling_q25_10,0.9998679024890548,0.9998679024890548
low,ichimoku_its_9,0.9998669852079718,0.9998669852079718
close,ichimoku_its_9,0.9998659289665484,0.9998659289665484
close_rolling_q75_10,close_lag_1,0.9998644796551701,0.9998644796551701
close,ema_50,0.9998644776447524,0.9998644776447524
ema_5,close_rolling_median_10,0.9998644671241573,0.9998644671241573
ema_5,close_rolling_q75_10,0.999863929005284,0.999863929005284
ema_50,H1_open,0.9998638237937638,0.9998638237937638
ichimoku_iks_26,close_rolling_max_20,0.9998636982485503,0.9998636982485503
low,ema_50,0.9998630508994375,0.9998630508994375
ema_20,close_rolling_median_10,0.9998630005337065,0.9998630005337065
ichimoku_iks_26,close_rolling_min_20,0.9998627558659607,0.9998627558659607
ema_10,H1_high,0.9998622392342752,0.9998622392342752
close_rolling_median_10,close_lag_1,0.9998619085078082,0.9998619085078082
ema_5,H1_high,0.9998616334963306,0.9998616334963306
ema_50,close_lag_1,0.9998614614741728,0.9998614614741728
sma_20,close_lag_10,0.9998603214070293,0.9998603214070293
close_rolling_mean_20,close_lag_10,0.9998603214070293,0.9998603214070293
bb_middle,close_lag_10,0.9998603214070291,0.9998603214070291
ema_20,close_rolling_q25_10,0.9998597689660144,0.9998597689660144
close_rolling_min_10,close_lag_2,0.9998595106899364,0.9998595106899364
ema_20,close_rolling_q75_10,0.9998591103626152,0.9998591103626152
ema_5,close_rolling_q25_10,0.9998584249096136,0.9998584249096136
ema_20,H1_high,0.9998582229456281,0.9998582229456281
open,H1_high,0.9998579275997382,0.9998579275997382
close,H1_high,0.9998577238535288,0.9998577238535288
ema_50,close_lag_2,0.9998575912327705,0.9998575912327705
close_rolling_max_20,close_lag_20,0.9998574997670776,0.9998574997670776
ema_10,close_rolling_max_10,0.9998571622410797,0.9998571622410797
close_rolling_q25_10,close_lag_1,0.9998563659769311,0.9998563659769311
sma_50,close_rolling_min_50,0.999855490331046,0.999855490331046
close_rolling_mean_50,close_rolling_min_50,0.999855490331046,0.999855490331046
close_rolling_max_10,close_lag_1,0.9998551695314516,0.9998551695314516
ema_5,close_rolling_max_10,0.9998532746857443,0.9998532746857443
ema_50,close_lag_3,0.9998529157295487,0.9998529157295487
ema_10,close_rolling_min_10,0.9998523918318746,0.9998523918318746
open,sma_10,0.9998520538747825,0.9998520538747825
open,close_rolling_mean_10,0.9998520538747825,0.9998520538747825
high,sma_10,0.9998505178555485,0.9998505178555485
high,close_rolling_mean_10,0.9998505178555485,0.9998505178555485
ema_20,ema_100,0.9998502086378935,0.9998502086378935
high,close_rolling_max_10,0.9998478665512858,0.9998478665512858
low,close_rolling_mean_10,0.9998476688774321,0.9998476688774321
low,sma_10,0.9998476688774321,0.9998476688774321
close,sma_10,0.9998470182075668,0.9998470182075668
close,close_rolling_mean_10,0.9998470182075668,0.9998470182075668
ema_20,close_rolling_max_10,0.9998469710889145,0.9998469710889145
sma_10,sma_20,0.9998469495767022,0.9998469495767022
close_rolling_mean_10,close_rolling_mean_20,0.9998469495767022,0.9998469495767022
sma_20,close_rolling_mean_10,0.9998469495767022,0.9998469495767022
sma_10,close_rolling_mean_20,0.9998469495767022,0.9998469495767022
bb_middle,close_rolling_mean_10,0.9998469495767018,0.9998469495767018
sma_10,bb_middle,0.9998469495767016,0.9998469495767016
high,close_rolling_q75_10,0.9998466329795064,0.9998466329795064
open,close_rolling_q75_10,0.9998461635972408,0.9998461635972408
ema_20,close_rolling_min_10,0.9998458267950447,0.9998458267950447
open,close_rolling_max_10,0.9998438304787225,0.9998438304787225
open,close_rolling_median_10,0.9998436087735568,0.9998436087735568
ema_20,H1_open,0.9998434917194802,0.9998434917194802
ema_5,close_rolling_min_10,0.9998429825809799,0.9998429825809799
close_rolling_q25_20,close_lag_10,0.9998429631231905,0.9998429631231905
low,H1_high,0.999842680592367,0.999842680592367
high,close_rolling_median_10,0.9998420142434109,0.9998420142434109
close_rolling_min_10,close_lag_1,0.9998416771574445,0.9998416771574445
ema_50,close_lag_5,0.9998412669297437,0.9998412669297437
bb_middle,close_rolling_median_10,0.9998411881518925,0.9998411881518925
sma_20,close_rolling_median_10,0.9998411881518925,0.9998411881518925
close_rolling_median_10,close_rolling_mean_20,0.9998411881518925,0.9998411881518925
close,close_rolling_q75_10,0.9998407648779722,0.9998407648779722
close,close_rolling_max_10,0.9998398635806908,0.9998398635806908
close_rolling_q75_20,close_lag_10,0.9998397856057529,0.9998397856057529
bb_middle,close_rolling_q25_10,0.9998396021696664,0.9998396021696664
sma_20,close_rolling_q25_10,0.9998396021696662,0.9998396021696662
close_rolling_q25_10,close_rolling_mean_20,0.9998396021696662,0.9998396021696662
close_lag_1,H1_high,0.9998395991280535,0.9998395991280535
low,close_rolling_q75_10,0.9998392920368087,0.9998392920368087
ema_50,close_rolling_mean_5,0.9998391414803837,0.9998391414803837
sma_5,ema_50,0.9998391414803837,0.9998391414803837
low,close_rolling_median_10,0.9998387951610619,0.9998387951610619
sma_5,close_lag_10,0.9998385396408479,0.9998385396408479
close_rolling_mean_5,close_lag_10,0.9998385396408479,0.9998385396408479
close_rolling_mean_10,close_rolling_median_20,0.9998385260476536,0.9998385260476536
sma_10,close_rolling_median_20,0.9998385260476536,0.9998385260476536
close,close_rolling_median_10,0.9998381194040848,0.9998381194040848
open,close_rolling_q25_10,0.9998380752972971,0.9998380752972971
ema_20,close_lag_10,0.999837766866966,0.999837766866966
low,H1_low,0.9998369153085368,0.9998369153085368
sma_20,close_rolling_q75_10,0.9998364827954609,0.9998364827954609
close_rolling_q75_10,close_rolling_mean_20,0.9998364827954604,0.9998364827954604
bb_middle,close_rolling_q75_10,0.9998364827954602,0.9998364827954602
bb_upper,close_lag_20,0.9998364530726627,0.9998364530726627
close_rolling_q25_50,close_rolling_q75_50,0.9998359457463717,0.9998359457463717
low,close_rolling_q25_10,0.9998356123430938,0.9998356123430938
sma_10,close_rolling_q75_20,0.9998350910238121,0.9998350910238121
close_rolling_mean_10,close_rolling_q75_20,0.9998350910238121,0.9998350910238121
ema_50,close_rolling_median_5,0.9998350202094722,0.9998350202094722
close_rolling_median_10,close_rolling_q75_20,0.9998348768418133,0.9998348768418133
low,close_rolling_max_10,0.9998348557636079,0.9998348557636079
ema_50,close_rolling_q75_5,0.9998347635711643,0.9998347635711643
close_rolling_max_10,close_rolling_max_20,0.9998347630901675,0.9998347630901675
high,close_rolling_q25_10,0.9998343510852036,0.9998343510852036
close_rolling_q75_10,close_rolling_q75_20,0.9998340685633039,0.9998340685633039
close_rolling_q25_5,close_lag_10,0.999834011946787,0.999834011946787
close_rolling_median_5,close_lag_10,0.9998339497033077,0.9998339497033077
ema_50,close_rolling_q25_5,0.9998335774565114,0.9998335774565114
close,close_rolling_q25_10,0.9998327213310375,0.9998327213310375
ema_50,close_rolling_max_5,0.9998325915259084,0.9998325915259084
close_rolling_q25_10,close_rolling_median_20,0.9998325892670628,0.9998325892670628
close_rolling_q75_5,close_lag_10,0.9998325083323129,0.9998325083323129
close_rolling_min_5,close_lag_10,0.9998313456658396,0.9998313456658396
close_rolling_median_10,close_rolling_median_20,0.9998309018873021,0.9998309018873021
sma_20,ichimoku_its_9,0.9998299955803195,0.9998299955803195
ichimoku_its_9,bb_middle,0.9998299955803193,0.9998299955803193
ichimoku_its_9,close_rolling_mean_20,0.9998299955803193,0.9998299955803193
close_rolling_max_5,close_lag_10,0.9998295225958042,0.9998295225958042
ema_50,close_rolling_min_5,0.999828400381988,0.999828400381988
low,close_rolling_min_10,0.9998283344663954,0.9998283344663954
close_rolling_max_10,close_rolling_q75_20,0.9998279122486838,0.9998279122486838
close_rolling_min_10,close_rolling_mean_20,0.9998275312336006,0.9998275312336006
sma_20,close_rolling_min_10,0.9998275312336006,0.9998275312336006
bb_middle,close_rolling_min_10,0.9998275312336006,0.9998275312336006
close,H1_close,0.9998274226167546,0.9998274226167546
close_lag_3,close_lag_10,0.9998272153510747,0.9998272153510747
open,close_rolling_min_10,0.9998260068493477,0.9998260068493477
close_rolling_min_10,close_rolling_median_20,0.9998259760389459,0.9998259760389459
ema_5,H1_low,0.9998254450313753,0.9998254450313753
close_rolling_q75_10,close_rolling_median_20,0.9998253076963316,0.9998253076963316
low,H1_close,0.9998251149978813,0.9998251149978813
close_rolling_min_20,close_rolling_max_20,0.9998248667186562,0.9998248667186562
bb_middle,close_rolling_max_10,0.999824470345575,0.999824470345575
sma_20,close_rolling_max_10,0.9998244703455748,0.9998244703455748
close_rolling_max_10,close_rolling_mean_20,0.9998244703455745,0.9998244703455745
close_rolling_q25_10,close_rolling_q25_20,0.9998243480939969,0.9998243480939969
close_rolling_max_50,close_rolling_median_50,0.9998240541121903,0.9998240541121903
close,H1_low,0.9998239612469043,0.9998239612469043
close_rolling_min_10,close_rolling_q25_20,0.9998235367918828,0.9998235367918828
ema_10,H1_low,0.9998231624370764,0.9998231624370764
open,H1_low,0.9998229036493829,0.9998229036493829
high,H1_close,0.9998227321914558,0.9998227321914558
close_rolling_max_5,H1_high,0.999822673940779,0.999822673940779
close_rolling_mean_10,close_rolling_q25_20,0.9998226265046518,0.9998226265046518
sma_10,close_rolling_q25_20,0.9998226265046518,0.9998226265046518
close,close_rolling_min_10,0.9998224885640276,0.9998224885640276
ichimoku_its_9,close_rolling_median_20,0.9998220046334205,0.9998220046334205
close_lag_2,H1_high,0.9998213513130182,0.9998213513130182
open,H1_close,0.9998209195303932,0.9998209195303932
bb_lower,close_rolling_q25_20,0.9998199192132744,0.9998199192132744
high,close_rolling_min_10,0.9998196223499185,0.9998196223499185
ema_50,H1_high,0.999819297109531,0.999819297109531
close_rolling_q25_10,close_rolling_q75_20,0.9998189110276113,0.9998189110276113
ema_5,H1_close,0.9998182974582634,0.9998182974582634
ema_10,close_lag_10,0.9998181752395466,0.9998181752395466
ema_10,H1_open,0.9998180574766506,0.9998180574766506
close_rolling_median_10,close_rolling_q25_20,0.9998177805650824,0.9998177805650824
bb_upper,close_rolling_q75_20,0.9998176007511258,0.9998176007511258
close_rolling_q75_10,close_rolling_max_20,0.9998173279591303,0.9998173279591303
H1_close,H1_low,0.9998165382528922,0.9998165382528922
close_rolling_max_10,close_rolling_median_20,0.9998145941252485,0.9998145941252485
ichimoku_its_9,close_rolling_q75_20,0.9998143370180421,0.9998143370180421
ema_20,H1_low,0.9998137267883146,0.9998137267883146
close_rolling_min_10,close_rolling_min_20,0.9998133958142438,0.9998133958142438
close_rolling_q75_5,H1_high,0.9998106749150466,0.9998106749150466
high,H1_low,0.9998097026455224,0.9998097026455224
ema_50,ichimoku_its_9,0.9998089850363694,0.9998089850363694
close_rolling_min_50,close_rolling_median_50,0.9998064300568352,0.9998064300568352
bb_lower,close_rolling_max_10,0.999805694056637,0.999805694056637
sma_10,close_rolling_max_20,0.9998054597397821,0.9998054597397821
close_rolling_mean_10,close_rolling_max_20,0.9998054597397821,0.9998054597397821
ichimoku_its_9,close_rolling_q25_20,0.9998052759185214,0.9998052759185214
ichimoku_iks_26,bb_upper,0.999804762970101,0.999804762970101
close_lag_1,H1_low,0.9998047242123871,0.9998047242123871
H1_open,H1_high,0.9998047073256691,0.9998047073256691
ema_10,H1_close,0.9998043075910262,0.9998043075910262
close_rolling_mean_5,H1_high,0.9998033751563895,0.9998033751563895
sma_5,H1_high,0.9998033751563895,0.9998033751563895
close_lag_3,H1_high,0.999803005590985,0.999803005590985
close_lag_1,H1_close,0.9998025377880724,0.9998025377880724
close_lag_2,close_lag_10,0.9998025038537438,0.9998025038537438
close_rolling_q75_10,close_rolling_q25_20,0.9998022371473246,0.9998022371473246
ema_5,H1_open,0.9998014248068315,0.9998014248068315
ema_100,H1_open,0.9997999818268685,0.9997999818268685
ema_50,close_lag_10,0.999799941476367,0.999799941476367
ichimoku_iks_26,bb_lower,0.9997998955312887,0.9997998955312887
ema_50,close_rolling_mean_10,0.9997997279120416,0.9997997279120416
sma_10,ema_50,0.9997997279120416,0.9997997279120416
close_rolling_median_5,H1_high,0.9997988365472458,0.9997988365472458
close_rolling_median_10,close_rolling_max_20,0.9997975390499595,0.9997975390499595
close_rolling_max_20,close_lag_10,0.9997973306535257,0.9997973306535257
close_rolling_q25_10,close_rolling_min_20,0.9997956725195982,0.9997956725195982
close_rolling_min_20,close_lag_10,0.9997945954523123,0.9997945954523123
H1_close,H1_high,0.9997945875995383,0.9997945875995383
ema_50,close_rolling_median_10,0.9997935032408587,0.9997935032408587
ema_10,ema_100,0.9997929448190486,0.9997929448190486
ichimoku_its_9,close_rolling_max_20,0.999792472374591,0.999792472374591
high,H1_open,0.9997909069874625,0.9997909069874625
ema_50,close_rolling_q25_10,0.99979087026749,0.99979087026749
open,H1_open,0.9997908360104117,0.9997908360104117
close_rolling_min_10,close_rolling_q75_20,0.9997907628223578,0.9997907628223578
ema_50,close_rolling_q75_10,0.9997903418363511,0.9997903418363511
bb_lower,close_rolling_q75_10,0.9997897365864905,0.9997897365864905
ema_5,close_lag_10,0.9997885377551827,0.9997885377551827
close_rolling_q25_5,H1_high,0.9997854866149589,0.9997854866149589
close_lag_2,H1_low,0.9997853587769167,0.9997853587769167
close_rolling_mean_10,close_rolling_min_20,0.9997847416817708,0.9997847416817708
sma_10,close_rolling_min_20,0.9997847416817708,0.9997847416817708
close,H1_open,0.9997843854463883,0.9997843854463883
bb_lower,close_lag_20,0.9997839527955017,0.9997839527955017
low,H1_open,0.9997835910278903,0.9997835910278903
sma_20,close_lag_5,0.9997819078805145,0.9997819078805145
close_rolling_mean_20,close_lag_5,0.9997819078805145,0.9997819078805145
bb_middle,close_lag_5,0.9997819078805138,0.9997819078805138
bb_upper,close_rolling_min_10,0.9997816868331122,0.9997816868331122
ema_50,close_rolling_max_10,0.9997811115614317,0.9997811115614317
close_rolling_max_10,close_rolling_q25_20,0.999780250802683,0.999780250802683
ichimoku_ics_26,H1_close,0.999778944621133,0.999778944621133
close_rolling_min_5,H1_low,0.9997779563505493,0.9997779563505493
close_lag_1,close_lag_10,0.9997778424839635,0.9997778424839635
ema_50,close_rolling_min_10,0.9997776654219165,0.9997776654219165
close_lag_2,H1_close,0.9997776383069886,0.9997776383069886
ema_20,H1_close,0.9997762149062646,0.9997762149062646
close_rolling_median_10,close_rolling_min_20,0.9997757380871285,0.9997757380871285
close_rolling_q75_20,close_lag_5,0.9997756965973859,0.9997756965973859
close_rolling_q25_10,close_rolling_max_20,0.9997742882344836,0.9997742882344836
ichimoku_its_9,close_rolling_min_20,0.9997731627768353,0.9997731627768353
close_rolling_median_20,close_lag_5,0.9997730411048047,0.9997730411048047
close_lag_1,H1_open,0.9997730348045227,0.9997730348045227
close_rolling_q25_5,H1_low,0.9997698109579584,0.9997698109579584
bb_lower,close_rolling_mean_10,0.9997680704791466,0.9997680704791466
sma_10,bb_lower,0.9997680704791466,0.9997680704791466
close_rolling_min_5,H1_high,0.9997678091567637,0.9997678091567637
sma_5,H1_low,0.9997674924721237,0.9997674924721237
close_rolling_mean_5,H1_low,0.9997674924721237,0.9997674924721237
bb_upper,close_lag_10,0.9997668572233267,0.9997668572233267
close_lag_3,H1_low,0.999765813212293,0.999765813212293
close_lag_5,H1_high,0.9997657983478837,0.9997657983478837
bb_lower,close_rolling_median_10,0.9997640289384926,0.9997640289384926
close_rolling_max_10,H1_high,0.999763937070604,0.999763937070604
bb_lower,close_lag_10,0.9997625383224411,0.9997625383224411
close_rolling_median_5,H1_low,0.9997619247513454,0.9997619247513454
close_lag_2,H1_open,0.9997615525265517,0.9997615525265517
close_rolling_q25_20,close_lag_5,0.9997598614640851,0.9997598614640851
sma_5,H1_close,0.9997598357859176,0.9997598357859176
close_rolling_mean_5,H1_close,0.9997598357859176,0.9997598357859176
open,close_lag_10,0.9997595154446802,0.9997595154446802
ema_50,H1_low,0.9997587599488098,0.9997587599488098
high,close_lag_10,0.9997584216514421,0.9997584216514421
ema_5,ema_100,0.9997580607710782,0.9997580607710782
bb_upper,close_rolling_q25_10,0.9997577081794841,0.9997577081794841
close_rolling_mean_5,close_rolling_mean_20,0.9997562375931375,0.9997562375931375
sma_5,close_rolling_mean_20,0.9997562375931375,0.9997562375931375
sma_5,sma_20,0.9997562375931375,0.9997562375931375
sma_20,close_rolling_mean_5,0.9997562375931373,0.9997562375931373
sma_5,bb_middle,0.9997562375931373,0.9997562375931373
bb_middle,close_rolling_mean_5,0.9997562375931373,0.9997562375931373
H1_open,H1_low,0.9997556090209655,0.9997556090209655
close_rolling_q75_5,H1_close,0.9997553511025312,0.9997553511025312
close_rolling_max_5,H1_close,0.9997548596043055,0.9997548596043055
close_rolling_median_5,H1_close,0.9997545629584504,0.9997545629584504
close_rolling_q75_5,H1_low,0.9997536727539955,0.9997536727539955
close_rolling_q75_10,close_rolling_min_20,0.999753137951338,0.999753137951338
close_lag_10,close_lag_20,0.9997530809312151,0.9997530809312151
close,close_lag_10,0.9997530730023052,0.9997530730023052
low,close_lag_10,0.9997530626450412,0.9997530626450412
close_rolling_q25_5,H1_close,0.999753048841588,0.999753048841588
close_lag_3,H1_close,0.99975275262567,0.99975275262567
close_rolling_median_5,close_rolling_mean_20,0.999752139004038,0.999752139004038
sma_20,close_rolling_median_5,0.9997521390040378,0.9997521390040378
bb_middle,close_rolling_median_5,0.999752139004037,0.999752139004037
bb_middle,close_rolling_q25_5,0.9997516910221048,0.9997516910221048
sma_20,close_rolling_q25_5,0.9997516910221044,0.9997516910221044
close_rolling_q25_5,close_rolling_mean_20,0.9997516910221044,0.9997516910221044
sma_20,close_rolling_q75_5,0.9997507433055077,0.9997507433055077
close_rolling_q75_5,close_rolling_mean_20,0.9997507433055077,0.9997507433055077
bb_middle,close_rolling_q75_5,0.9997507433055075,0.9997507433055075
close_rolling_min_5,H1_close,0.9997500039233141,0.9997500039233141
close_lag_3,H1_open,0.9997499174791934,0.9997499174791934
ichimoku_its_9,bb_lower,0.9997494556050656,0.9997494556050656
ichimoku_its_9,H1_high,0.9997483988798188,0.9997483988798188
close_rolling_min_5,close_rolling_mean_20,0.9997480387536534,0.9997480387536534
sma_20,close_rolling_min_5,0.9997480387536534,0.9997480387536534
bb_middle,close_rolling_min_5,0.9997480387536531,0.9997480387536531
close_rolling_max_5,close_rolling_mean_20,0.9997472176445306,0.9997472176445306
sma_20,close_rolling_max_5,0.9997472176445301,0.9997472176445301
bb_middle,close_rolling_max_5,0.9997472176445297,0.9997472176445297
ichimoku_iks_26,close_lag_10,0.99974559973686,0.99974559973686
close_rolling_mean_5,close_rolling_q75_20,0.9997451861271651,0.9997451861271651
sma_5,close_rolling_q75_20,0.9997451861271651,0.9997451861271651
close_rolling_max_5,H1_open,0.9997449041541929,0.9997449041541929
close_rolling_q75_10,H1_high,0.9997445307670128,0.9997445307670128
close_rolling_max_5,close_rolling_max_20,0.9997438601395449,0.9997438601395449
sma_5,H1_open,0.9997438546972408,0.9997438546972408
close_rolling_mean_5,H1_open,0.9997438546972408,0.9997438546972408
close_rolling_q75_5,H1_open,0.9997428165000457,0.9997428165000457
close_rolling_max_5,H1_low,0.9997427774389251,0.9997427774389251
bb_middle,close_lag_3,0.9997426538914458,0.9997426538914458
close_rolling_mean_20,close_lag_3,0.9997426538914458,0.9997426538914458
sma_20,close_lag_3,0.9997426538914458,0.9997426538914458
sma_20,ema_20,0.9997416732492608,0.9997416732492608
ema_20,close_rolling_mean_20,0.9997416732492606,0.9997416732492606
ema_20,bb_middle,0.9997416732492604,0.9997416732492604
sma_10,ichimoku_iks_26,0.9997411425663345,0.9997411425663345
ichimoku_iks_26,close_rolling_mean_10,0.9997411425663345,0.9997411425663345
close_rolling_q75_5,close_rolling_q75_20,0.9997411412059602,0.9997411412059602
close_rolling_median_5,close_rolling_q75_20,0.9997407277281237,0.9997407277281237
close_rolling_min_10,close_rolling_max_20,0.9997404402380785,0.9997404402380785
close_rolling_max_5,close_rolling_q75_20,0.9997402672861015,0.9997402672861015
sma_5,close_rolling_median_20,0.999739670690004,0.999739670690004
close_rolling_mean_5,close_rolling_median_20,0.999739670690004,0.999739670690004
close_rolling_median_5,H1_open,0.999739279410651,0.999739279410651
close_rolling_q25_5,close_rolling_q75_20,0.9997387973897159,0.9997387973897159
close_rolling_q25_5,close_rolling_median_20,0.9997352300269525,0.9997352300269525
close_rolling_median_5,close_rolling_median_20,0.9997351163546139,0.9997351163546139
close_rolling_max_20,close_lag_5,0.99973498350679,0.99973498350679
sma_10,bb_upper,0.9997344655757575,0.9997344655757575
bb_upper,close_rolling_mean_10,0.9997344655757573,0.9997344655757573
close_rolling_q25_5,H1_open,0.9997344161791012,0.9997344161791012
close_rolling_q75_5,close_rolling_max_20,0.9997337652818085,0.9997337652818085
close_rolling_min_5,close_rolling_q75_20,0.9997336330915151,0.9997336330915151
close_rolling_q75_5,close_rolling_median_20,0.9997336281985146,0.9997336281985146
close_rolling_q75_20,close_lag_3,0.9997328872790813,0.9997328872790813
high,ema_100,0.9997328209532726,0.9997328209532726
ichimoku_iks_26,close_rolling_median_10,0.9997327701057729,0.9997327701057729
close_rolling_min_5,close_rolling_median_20,0.9997325467900494,0.9997325467900494
sma_10,H1_high,0.9997324308559189,0.9997324308559189
close_rolling_mean_10,H1_high,0.9997324308559189,0.9997324308559189
bb_upper,close_rolling_max_20,0.9997319876825246,0.9997319876825246
ichimoku_iks_26,close_rolling_q75_10,0.99973157791563,0.99973157791563
ema_20,close_rolling_median_20,0.9997313222164534,0.9997313222164534
ichimoku_iks_26,close_rolling_q25_10,0.9997308313848878,0.9997308313848878
close_rolling_max_5,close_rolling_median_20,0.9997304754204952,0.9997304754204952
open,ema_100,0.9997303666897188,0.9997303666897188
bb_lower,close_rolling_q25_10,0.9997302766645434,0.9997302766645434
ichimoku_its_9,ichimoku_iks_26,0.9997290914919711,0.9997290914919711
sma_5,close_rolling_q25_20,0.9997288064856886,0.9997288064856886
close_rolling_mean_5,close_rolling_q25_20,0.9997288064856886,0.9997288064856886
sma_5,close_rolling_max_20,0.9997276955764581,0.9997276955764581
close_rolling_mean_5,close_rolling_max_20,0.9997276955764581,0.9997276955764581
close_rolling_median_20,close_lag_3,0.9997276087459476,0.9997276087459476
bb_upper,close_rolling_median_10,0.9997269772669429,0.9997269772669429
ema_10,close_rolling_mean_20,0.9997267731241929,0.9997267731241929
sma_20,ema_10,0.9997267731241927,0.9997267731241927
ema_10,bb_middle,0.9997267731241924,0.9997267731241924
close_rolling_min_5,close_rolling_q25_20,0.9997267148678342,0.9997267148678342
close_rolling_q25_5,close_rolling_q25_20,0.9997265991929002,0.9997265991929002
close_rolling_min_5,H1_open,0.999726494163652,0.999726494163652
ichimoku_iks_26,close_rolling_max_10,0.9997263314119741,0.9997263314119741
close_lag_5,H1_low,0.9997262620889379,0.9997262620889379
close_lag_5,H1_open,0.9997260576984381,0.9997260576984381
close_rolling_max_10,close_rolling_min_20,0.9997251115958483,0.9997251115958483
ema_20,close_rolling_q75_20,0.9997247828888148,0.9997247828888148
close,ema_100,0.9997245019475945,0.9997245019475945
close_rolling_median_10,H1_high,0.9997244174748633,0.9997244174748633
close_rolling_median_5,close_rolling_q25_20,0.9997241590275873,0.9997241590275873
close_rolling_median_5,close_rolling_max_20,0.9997231778282438,0.9997231778282438
ichimoku_iks_26,close_rolling_min_10,0.9997221721277454,0.9997221721277454
ema_100,close_lag_1,0.999721896422815,0.999721896422815
bb_lower,close_rolling_min_20,0.9997215235796371,0.9997215235796371
sma_20,close_lag_2,0.9997213420248658,0.9997213420248658
close_rolling_mean_20,close_lag_2,0.9997213420248658,0.9997213420248658
bb_middle,close_lag_2,0.9997213420248654,0.9997213420248654
ema_20,close_rolling_q25_20,0.999721250152479,0.999721250152479
low,ema_100,0.9997211933796153,0.9997211933796153
close_rolling_q75_5,close_rolling_q25_20,0.9997204756173406,0.9997204756173406
ichimoku_its_9,bb_upper,0.999719153225889,0.999719153225889
ema_100,close_lag_2,0.999718851336656,0.999718851336656
close,ichimoku_ics_26,0.999717099555081,0.999717099555081
ema_100,H1_high,0.9997165356953502,0.9997165356953502
close_rolling_q25_20,close_lag_3,0.9997164826978587,0.9997164826978587
close_rolling_min_20,close_lag_5,0.9997163625305536,0.9997163625305536
close_rolling_max_50,close_rolling_q25_50,0.9997160378662738,0.9997160378662738
ema_100,close_lag_3,0.9997153834545117,0.9997153834545117
ema_10,close_rolling_median_20,0.9997147960204789,0.9997147960204789
close_rolling_max_5,close_rolling_q25_20,0.9997147354777342,0.9997147354777342
low,ichimoku_ics_26,0.9997144148457343,0.9997144148457343
ichimoku_its_9,H1_low,0.9997140259026162,0.9997140259026162
ema_10,close_rolling_q75_20,0.9997131905442826,0.9997131905442826
high,ichimoku_ics_26,0.9997129390250136,0.9997129390250136
close_rolling_min_5,close_rolling_min_20,0.9997125888133488,0.9997125888133488
close_rolling_q25_5,close_rolling_max_20,0.9997110233369935,0.9997110233369935
open,ichimoku_ics_26,0.9997104182955726,0.9997104182955726
close_rolling_q75_20,close_lag_2,0.9997096117630403,0.9997096117630403
close_rolling_min_10,H1_low,0.9997084414116106,0.9997084414116106
ema_5,ichimoku_ics_26,0.9997077381312109,0.9997077381312109
ema_100,close_lag_5,0.9997072096693767,0.9997072096693767
close_rolling_max_20,close_lag_3,0.9997069354642416,0.9997069354642416
ema_50,close_rolling_mean_20,0.9997048727571491,0.9997048727571491
sma_20,ema_50,0.9997048727571488,0.9997048727571488
ema_50,bb_middle,0.9997048727571488,0.9997048727571488
ema_5,bb_middle,0.999704836983833,0.999704836983833
sma_20,ema_5,0.999704836983833,0.999704836983833
ema_5,close_rolling_mean_20,0.9997048369838327,0.9997048369838327
ichimoku_its_9,H1_open,0.999704751510031,0.999704751510031
close_rolling_median_20,close_lag_2,0.9997041118805244,0.9997041118805244
close_rolling_q25_5,close_rolling_min_20,0.9997033762232328,0.9997033762232328
close_lag_5,H1_close,0.9997029772644724,0.9997029772644724
ema_10,close_rolling_q25_20,0.9997025552084795,0.9997025552084795
bb_lower,close_lag_5,0.9997021132873712,0.9997021132873712
bb_lower,close_rolling_max_5,0.9997016921993553,0.9997016921993553
close_rolling_q25_10,H1_high,0.9997009236692115,0.9997009236692115
sma_5,ema_100,0.9997007984552126,0.9997007984552126
ema_100,close_rolling_mean_5,0.9997007984552126,0.9997007984552126
H1_high,H4_high,0.9996996039929754,0.9996996039929754
sma_5,close_rolling_min_20,0.9996990132709803,0.9996990132709803
close_rolling_mean_5,close_rolling_min_20,0.9996990132709803,0.9996990132709803
sma_20,close_lag_1,0.9996989244105555,0.9996989244105555
bb_middle,close_lag_1,0.9996989244105555,0.9996989244105555
close_rolling_mean_20,close_lag_1,0.9996989244105555,0.9996989244105555
ema_100,close_rolling_q75_5,0.9996976334055494,0.9996976334055494
ema_20,close_rolling_max_20,0.9996975888119796,0.9996975888119796
ema_100,close_rolling_max_5,0.9996970540446924,0.9996970540446924
ema_100,close_rolling_median_5,0.9996965705436045,0.9996965705436045
close_rolling_q25_10,H1_low,0.9996961964411252,0.9996961964411252
close_rolling_mean_10,close_lag_20,0.9996961825545202,0.9996961825545202
sma_10,close_lag_20,0.9996961825545202,0.9996961825545202
